행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
Please Right Back,평택아트센터소공연장,극단1927이 선보이는 이야기로 애니메이션과 대담한 스토레틸링이 어우러진 모험담,2026-05-05,2026-05-05,19:00,20:40,유료,평택시문화재단,평택시문화재단,031-669-0814,,297,30000,5세이상,평택시민30+청소년20+카카오톡 10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
Please Right Back,평택아트센터소공연장,극단1927이 선보이는 이야기로 애니메이션과 대담한 스토레틸링이 어우러진 모험담,2026-05-05,2026-05-05,14:00,15:40,유료,평택시문화재단,평택시문화재단,031-669-0814,,297,30000,5세이상,평택시민30+청소년20+카카오톡 10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
디즈니 인 콘서트,평택아트센터대공연장,디즈니 애니메이션 명장면과 오케스트라의 웅장한 라이브 연주가 어우러진 마법같은 공연,2026-05-02,2026-05-02,16:00,18:00,유료,평택시문화재단,평택시문화재단,031-669-0814,,1318,40000~80000,48개월이상,평택시민30+청소년20+카카오톡 10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
"안녕, 잠 (포밍부스)",서부문화예술회관 대극장,어린이 공연,2026-04-30,2026-04-30,11:00,12:10,유료,예술경영지원센터,평택시문화재단,031-8053-3531,,756,2만원,6세,평택시민30 및 복지 대상 50,,https://www.pccf.or.kr/main.do,https://nol.interpark.com/ticket,Y,경기도 평택시 안중읍 서동대로 1531,경기도 평택시 안중읍 학현리 572,36.99013818,126.9201473,2026-03-06,3910000,경기도 평택시
"[웅산X난장] : 비나리, 춤추는 재즈",한국소리터,"낯선 장르 간의 결함을 통해 우리 소리의 멋을 현대적 감각으로 재해석, 국악에 대한 대중적 접근성을 극대화하는 콘서트",2026-04-25,2026-04-25,16:00,17:30,유료,평택시문화재단+한국소리터,평택시문화재단+한국소리터,031-683-3891,,557,10000,8세 이상,평택시민30+카카오10+경로우대50 등,,www.pccf.or.kr+soriter.or.kr/,,Y,경기도 평택시 현덕면 평택호길 147,경기도 평택시 현덕면 권관리 301-1,36.92120927,126.9208583,2026-03-06,3910000,경기도 평택시
김현철의 클래식당,평택아트센터대공연장,지휘퍼포머 김현철과 베이스바리톤 길병민이 선보이는 클래식풀코스,2026-04-25,2026-04-25,16:00,18:05,유료,평택시문화재단,평택시문화재단,031-669-0812,,1318,20000~50000,5세이상,평택시민30+청소년20+카카오톡 10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
앰비규어스댄스컴퍼니<더벨트>,평택아트센터소공연장,강렬한 신체성과 테크노 사운드가 충돌하여 만들어내는 압도적인 에너지의 무대,2026-04-17,2026-04-17,19:30,20:30,유료,평택시문화재단,평택시문화재단,031-669-0811,,299,30000,8세이상,평택시민30+청소년20+카카오톡 10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
평택시립국악관현악단 정기 연주회 <지영희의 음악세계>,평택아트센터(대공연장),평택아트센터 개관 기념 평택 출신으로 시나위 명인인 악성 지영희 선생의 음악세계를 조명,2026-04-15,2026-04-15,19:30,21:00,유료,평택시문화재단,평택시문화재단,031-8053-3564,,1079,R석 20000+S석 15000+A석 10000,만 5세 이상,평택시민30+청소년20+카카오10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로 310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
얍 판 츠베덴 서울시립교향악단-Mozart&Tchaikovsky,평택아트센터대공연장,세계적인 지휘자 얍 판 츠베덴과 서울시립교향악단이 선보이는 모차르트와 차이코프스키의 미학,2026-04-11,2026-04-11,16:00,17:35,유료,평택시문화재단,평택시문화재단,031-669-0814,,1318,10000~80000,8세이상,평택시민30+청소년20+카카오톡 10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
한국의 흥과 신명,남부문화예술회관 대극장,한국 춤의 정수,2026-04-10,2026-04-10,19:30,21:00,유료,국립국악원,평택시문화재단,031-8053-3531,,552,1만원,8세,평택시민30 및 복지 대상 50,,https://www.pccf.or.kr/main.do,https://nol.interpark.com/ticket,Y,경기도 평택시 중앙로 277,경기도 평택시 비전동 847,36.991134,127.114086,2026-03-06,3910000,경기도 평택시
어쩌면 해피엔딩,평택아트센터대공연장,헬퍼봇 올리버와 클레어가 가장 인간적인 감정인 사랑을 알아가는 섬세하고 따뜻하게 그려낸 창작뮤지컬,2026-04-05,2026-04-05,18:30,20:25,유료,평택시문화재단,평택시문화재단,031-669-0814,,1318,80000~90000,14세이상,장애인 20 할인,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
어쩌면 해피엔딩,평택아트센터대공연장,헬퍼봇 올리버와 클레어가 가장 인간적인 감정인 사랑을 알아가는 섬세하고 따뜻하게 그려낸 창작뮤지컬,2026-04-05,2026-04-05,14:00,15:55,유료,평택시문화재단,평택시문화재단,031-669-0814,,1318,80000~90000,14세이상,장애인 20 할인,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
어쩌면 해피엔딩,평택아트센터대공연장,헬퍼봇 올리버와 클레어가 가장 인간적인 감정인 사랑을 알아가는 섬세하고 따뜻하게 그려낸 창작뮤지컬,2026-04-04,2026-04-04,18:30,20:25,유료,평택시문화재단,평택시문화재단,031-669-0814,,1318,80000~90000,14세이상,장애인 20 할인,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
어쩌면 해피엔딩,평택아트센터대공연장,헬퍼봇 올리버와 클레어가 가장 인간적인 감정인 사랑을 알아가는 섬세하고 따뜻하게 그려낸 창작뮤지컬,2026-04-04,2026-04-04,14:00,15:55,유료,평택시문화재단,평택시문화재단,031-669-0814,,1318,80000~90000,14세이상,장애인 20 할인,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
윈튼마살리스&재즈앳링컨센터오케스트라,평택아트센터대공연장,미국 재즈의 거장과 최정상급 솔리스트로 구성된 빅밴드가 선보이는 재즈 콘서트,2026-03-27,2026-03-27,19:30,20:50,유료,평택시문화재단,평택시문화재단,031-669-0812,,1318,10000~100000,8세이상,평택시민30+청소년20+카카오톡 10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
[名作] 신춘음악회 <가곡과 아리아의 밤>,남부문화예술회관 대극장,가곡과 아리아가 어우러진 콘서트,2026-03-19,2026-03-19,19:30,21:00,유료,평택시문화재단,평택시문화재단,031-8053-3531,,552,2만원,8세,평택시민30 및 복지 대상 50,,https://www.pccf.or.kr/main.do,https://nol.interpark.com/ticket,Y,경기도 평택시 중앙로 277,경기도 평택시 비전동 847,36.991134,127.114086,2026-03-06,3910000,경기도 평택시
2026 평택시문화재단 기획전시 《정적의 미학 : 베르메르 레플리카전》,평택북부문예회관(전시실),〈진주 귀걸이를 한 소녀〉로 널리 알려져 있는 17세기 네덜란드의 대표적인 화가 요하네스 베르메르의 모든 작품을 감상할 수 있는 전시,2026-03-17,2026-05-08,10:00,18:00,무료,평택시문화재단,평택시문화재단,031-8053-3555,,,,전체관람가,,,www.pccf.or.kr,,Y,경기도 평택시 경기대로 1366,경기도 평택시 서정동 800,37.06581156,127.0650909,2026-03-06,3910000,경기도 평택시
국립오페라단<피가로의 결혼>,평택아트센터대공연장,"모차르트의 오페라 중 대표작으로 국립오페라단,국립심포니오케스트라,국립합창단이 함께하는 최정상급 오페라공연",2026-03-13,2026-03-13,19:30,22:50,유료,평택시문화재단,평택시문화재단,031-669-0813,,1318,10000~80000,8세이상,평택시민30+청소년20+카카오톡 10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
코리안팝스오케스트라 더 콘서트 with K-가곡,평택아트센터대공연장,"한국가곡, 영화OST와 더불어 세계적인 성악가의 목소리로 풀어가는 클래식 콘서트",2026-03-07,2026-03-07,16:00,17:50,유료,평택시문화재단,평택시문화재단,031-669-0811,,1318,10000~50000,8세이상,평택시민30+청소년20+카카오톡 10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
평택시립국악관현악단 정기 연주회 <봄맞이 소리>,평택아트센터(대공연장),평택아트센터 개관 기념 관현악과 가창 등의 다채로운 협연 무대로 봄의 생동감을 전하는 연주회,2026-03-04,2026-03-04,19:30,21:20,유료,평택시문화재단,평택시문화재단,031-8053-3564,,1079,R석 20000+S석 15000+A석 10000,만 5세 이상,평택시민30+청소년20+카카오10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로 310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
친정엄마와 2박 3일,평택아트센터대공연장,"강부자, 윤유선 배우와 K-가족 신드롬을 일으킨 레전드 스테디셀러 연극",2026-02-28,2026-02-28,16:00,17:50,유료,평택시문화재단,평택시문화재단,031-669-0814,,1318,55000~88000,8세이상,장애인 20 할인,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
친정엄마와 2박 3일,평택아트센터대공연장,"강부자, 윤유선 배우와 K-가족 신드롬을 일으킨 레전드 스테디셀러 연극",2026-02-28,2026-02-28,14:00,15:50,유료,평택시문화재단,평택시문화재단,031-669-0814,,1318,55000~88000,8세이상,장애인 20 할인,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
친정엄마와 2박 3일,평택아트센터대공연장,"강부자, 윤유선 배우와 K-가족 신드롬을 일으킨 레전드 스테디셀러 연극",2026-02-27,2026-02-27,19:30,21:20,유료,평택시문화재단,평택시문화재단,031-669-0814,,1318,55000~88000,8세이상,장애인 20 할인,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
Concerto Paradiso,평택아트센터대공연장,"영화OST, 오페라, 뮤지컬 등 다양한 장르의 곡을 오케스트라 중심으로 새롭게 편곡하여 선보이는 클래식 공연",2026-02-13,2026-02-13,19:30,21:00,유료,평택시문화재단,평택시문화재단,031-669-0813,,1318,10000~50000,8세이상,평택시민30+청소년20+카카오톡 10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
양손프로젝트<유령들>,평택아트센터소공연장,헨리크 입센의 희곡유령을 동시대적 감각으로 각색한 연극,2026-02-07,2026-02-07,19:00,20:30,유료,평택시문화재단,평택시문화재단,031-669-0814,,150,30000,14세이상,평택시민30+청소년20+카카오톡 10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
양손프로젝트<유령들>,평택아트센터소공연장,헨리크 입센의 희곡유령을 동시대적 감각으로 각색한 연극,2026-02-07,2026-02-07,15:00,16:30,유료,평택시문화재단,평택시문화재단,031-669-0814,,150,30000,14세이상,평택시민30+청소년20+카카오톡 10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
양손프로젝트<유령들>,평택아트센터소공연장,헨리크 입센의 희곡유령을 동시대적 감각으로 각색한 연극,2026-02-06,2026-02-06,19:30,21:00,유료,평택시문화재단,평택시문화재단,031-669-0812,,150,30000,14세이상,평택시민30+청소년20+카카오톡 10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
정명훈&드레스덴 슈타츠카펠레 with 임윤찬,평택아트센터대공연장,"세계적인 지휘자 정명훈, 피아니스트 임윤찬과 드레스덴 슈타츠카펠레이 평택아트센터의 개관을 축하하며 깊이 있는 음색을 선보이는 클래식 공연",2026-01-30,2026-01-30,19:30,21:30,유료,평택시문화재단,평택시문화재단,031-669-0811,,1318,30000~160000,8세이상,평택시민30+청소년20+카카오톡 10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
La Vita DAmore,평택아트센터소공연장,국내 최고의 성악가들이 사랑을 주제로 선보이는 오페라 갈라,2026-01-24,2026-01-24,16:00,17:30,무료,평택시문화재단,평택시문화재단,031-669-0813,,297,,8세이상,,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
빈소년합창단<신년음악회>,평택아트센터대공연장,세계에서 가장 오래된 역사를 자랑하는 빈 소년 합창단의 신년음악회,2026-01-23,2026-01-23,19:30,21:20,유료,평택시문화재단,평택시문화재단,031-669-0812,,1318,10000~60000,8세이상,평택시민30+청소년20+카카오톡 10 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
Music Canvas,평택아트센터소공연장,"다양한 밴드들이 팝, 신스록, 퓨전국악을 선보이는 밴드공연",2026-01-17,2026-01-17,19:30,21:00,무료,평택시문화재단,평택시문화재단,031-669-0813,,297,,8세이상,,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
2026 예술경영지원센터 지역전시 활성화 지원사업 전시 영국 그림책 작가 제인 마시 특별전 《Jane Massey : With you》,평택남부문예회관(전시실),"예술경영지원센터 공모 선정 전시로, 영국 그림책 작가 제인 마시의 작품을 통해 일상의 평범한 순간 속 우리, 함께 등의 의미를 되돌아보는 전시",2026-01-08,2026-02-12,10:00,18:00,무료,평택시문화재단+시스터후드,평택시문화재단,031-8053-3555,문화체육관광부+예술경영지원센터,,,전체관람가,,,www.pccf.or.kr,,Y,경기도 평택시 중앙로 277,경기도 평택시 비전동 847,36.991134,127.114086,2026-03-06,3910000,경기도 평택시
뮤지컬<맘마미아>,평택아트센터대공연장,세계적인 팝그룹 아바의 22개 히트곡으로 전 세대가 공감할 수 있는 뮤지컬,2026-01-03,2026-01-03,19:00,21:40,유료,평택시문화재단,평택시문화재단,031-669-0814,,1318,80000~160000,8세이상,장애인 20+국가유공자 20 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
뮤지컬<맘마미아>,평택아트센터대공연장,세계적인 팝그룹 아바의 22개 히트곡으로 전 세대가 공감할 수 있는 뮤지컬,2026-01-03,2026-01-03,14:00,16:40,유료,평택시문화재단,평택시문화재단,031-669-0814,,1318,80000~160000,8세이상,장애인 20+국가유공자 20 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
뮤지컬<맘마미아>,평택아트센터대공연장,세계적인 팝그룹 아바의 22개 히트곡으로 전 세대가 공감할 수 있는 뮤지컬,2026-01-02,2026-01-02,19:30,22:10,유료,평택시문화재단,평택시문화재단,031-669-0814,,1318,80000~160000,8세이상,장애인 20+국가유공자 20 할인 등,,www.pccf.or.kr,,Y,경기도 평택시 고덕로310,경기도 평택시 고덕동 2688,37.04183401,127.0365309,2026-03-06,3910000,경기도 평택시
귀곡산장(어쿠스틱앙상블제비),남부문화예술회관 대극장,전통 퓨전 콘서트,2026-07-24,2026-07-24,19:30,21:00,유료,예술경영지원센터,평택시문화재단,031-8053-3531,,552,2만원,8세,평택시민30 및 복지 대상 50,,https://www.pccf.or.kr/main.do,https://nol.interpark.com/ticket,Y,경기도 평택시 중앙로 277,경기도 평택시 비전동 847,36.991134,127.114086,2026-03-06,3910000,경기도 평택시
슬도아트 전시 [힐링 사우나],슬도아트,전시,2025-07-26,2025-09-07,10:00,18:00,무료,슬도아트,슬도아트,052-234-1033,,,,,,,https://www.instagram.com/seuldoart/,, ,울산광역시 동구 성끝길 103,울산광역시 동구 방어동 3-42,35.48090382,129.4327723,2026-03-06,3710000,울산광역시 동구
슬도아트 전시 [Secret Garden],슬도아트,전시,2025-06-07,2025-09-07,10:00,18:00,무료,슬도아트,슬도아트,052-234-1033,,,,,,,https://www.instagram.com/seuldoart/,, ,울산광역시 동구 성끝길 103,울산광역시 동구 방어동 3-42,35.48090382,129.4327723,2026-03-06,3710000,울산광역시 동구
문화공장 방어진 [알알익 그린 것과 너 : 따뜻한 관계],문화공장 방어진,전시,2025-07-05,2025-08-10,10:00,18:00,무료,문화공장방어진,문화공장방어진,052-234-1034,,,,,,,https://www.instagram.com/seuldoart/,, ,울산광역시 동구 중진2길 5,울산광역시 동구 방어동 391-14,35.48357441,129.4242217,2026-03-06,3710000,울산광역시 동구
꿈의 오케스트라 인천 서구 제2회 정기연주회,서구문화회관 대공연장,정기연주회,2026-12-05,2026-12-05,00:00,00:00,무료,인천광역시 서구문화재단,인천광역시 서구,032-510-6074,,741,,전연령,,행사시간 미정,,,Y,인천광역시 서구 서달로 190,인천광역시 서구 가정동 430-21,37.515699227,126.6798898881,2026-02-26,3561000,인천광역시 서해구
꿈의 극단 인천 서구 제2회 정기공연,서구문화회관 소공연장,정기공연,2026-12-01,2026-12-01,00:00,00:00,무료,인천광역시 서구문화재단,인천광역시 서구,032-510-6074,,200,,전연령,,12월중 예정,,,Y,인천광역시 서구 서달로 190,인천광역시 서구 가정동 430-21,37.515699227,126.6798898881,2026-02-26,3561000,인천광역시 서해구
제8회 서구생활문화축제,서구문화회관,생활문화동아리 공연,2026-10-01,2026-10-01,00:00,00:00,무료,인천광역시 서구문화재단,인천광역시 서구,032-510-6052,,,,전연령,,10월중 예정,,,Y,인천광역시 서구 서달로 190,인천광역시 서구 가정동 430-21,37.515699227,126.6798898881,2026-02-26,3561000,인천광역시 서해구
제9회 정서진피크닉클래식 2026,청라호수공원 뮤직아일랜드,축제+공연,2026-09-01,2026-09-01,00:00,00:00,무료,인천광역시 서구문화재단,인천광역시 서구,032-510-6044,,,,전연령,,9월중 예정,,,Y,인천광역시 서구 크리스탈로 59,인천광역시 서구 청라동 106-2,37.5306152,126.6362977971,2026-02-26,3561000,인천광역시 서해구
제31회 서곶문화예술제,서구문화회관,축제+전시+공연,2026-09-01,2026-09-01,00:00,00:00,무료,인천광역시 서구문화재단,인천광역시 서구,032-510-6041,,,,전연령,,9월중 예정,,,Y,인천광역시 서구 서달로 190,인천광역시 서구 가정동 430-21,37.515699227,126.6798898881,2026-02-26,3561000,인천광역시 서해구
청소년 음악제(서곶학생피아노콩쿠르 본선/학생 합창 대회),서구문화회관,축제,2026-08-01,2026-08-01,00:00,00:00,무료,인천광역시 서구문화재단,인천광역시 서구,032-510-6036,,741,,전연령,,8월중 예정,,,Y,인천광역시 서구 서달로 190,인천광역시 서구 가정동 430-21,37.515699227,126.6798898881,2026-02-26,3561000,인천광역시 서해구
서구문화회관 기획공연 연극<나의 아저씨>,서구문화회관 대공연장,연극,2026-03-21,2026-03-21,14:00,17:00,유료,인천광역시 서구문화재단,예술경영지원센터,032-510-6041,,741,30000,중학생 이상,,,,enticket.com,Y,인천광역시 서구 서달로 190,인천광역시 서구 가정동 430-21,37.515699227,126.6798898881,2026-02-26,3561000,인천광역시 서해구
검여 유희강선생 추모 휘호대회 시상식 및 기념행사,청라블루노바홀 공연장,시상식 및 기념행사,2026-03-21,2026-03-21,17:00,18:00,무료,인천광역시 서구문화재단,인천광역시 서구,032-510-6066,,,,전연령,,,,,Y,인천광역시 서구 거북로 108,인천광역시 서구 석남동 575-21,37.50295807,126.6738268,2026-02-26,3561000,인천광역시 서해구
검여 유희강 학술 심포지엄,청라블루노바홀 전시실,학술 심포지엄,2026-03-21,2026-03-21,14:00,16:40,무료,인천광역시 서구문화재단,인천광역시 서구,032-510-6066,,,,전연령,,,,,Y,인천광역시 서구 청라대로20,인천광역시 서구 청라동 106-2,37.5399695369,126.6328093426,2026-02-26,3561000,인천광역시 서해구
제1회 검여 유희강선생 추모 휘호대회,"서구문화회관 1,2층 로비",전국 휘호대회,2026-03-14,2026-03-14,09:30,12:30,무료,인천광역시 서구문화재단,인천광역시 서구,032-510-6066,,,,전영령,,,,,Y,인천광역시 서구 서달로 190,인천광역시 서구 가정동 430-21,37.515699227,126.6798898881,2026-02-26,3561000,인천광역시 서해구
서구문화회관 신년음악회 <Fly High Seogu>,서구문화회관 대공연장,신년음악회,2026-01-23,2026-01-23,19:30,21:30,무료,인천광역시 서구문화재단,인천광역시 서구,032-510-6041,,741,,전연령,,,,,Y,인천광역시 서구 서달로 190,인천광역시 서구 가정동 430-21,37.515699227,126.6798898881,2026-02-26,3561000,인천광역시 서해구
꿈의 무용단 인천 서구 제1회 정기공연,서구문화회관 대공연장,정기공연,2026-12-01,2026-12-01,00:00,00:00,무료,인천광역시 서구문화재단,인천광역시 서구,032-510-6071,,741,,전연령,,12월중 예정,,,Y,인천광역시 서구 서달로 190,인천광역시 서구 가정동 430-21,37.515699227,126.6798898881,2026-02-26,3561000,인천광역시 서해구
마실: 프렐류드 재즈 콘서트,남동소래아트홀,재즈 콘서트,2026-03-25,2026-03-25,11:00,13:00,유료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
마실: 뮤지컬 <목마른 야채>,남동소래아트홀,뮤지컬,2026-04-29,2026-04-29,11:00,13:00,유료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
안애순 컴퍼니 ＜춤이 말하다: 문소리X리아킴＞,남동소래아트홀,무용,2026-02-06,2026-02-06,19:30,21:30,유료,안애순 컴퍼니,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
민우혁X조형균 <뮤지컬 토크 콘서트>,남동소래아트홀,토크 콘서트,2025-12-31,2025-12-31,19:00,21:00,유료,남동소래아트홀,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
더 매직 챔피언 쇼,남동소래아트홀,마술,2025-12-27,2025-12-27,19:00,21:00,유료,남동소래아트홀,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
스탠딩 에그 콘서트,남동소래아트홀,콘서트,2025-12-20,2025-12-20,19:00,21:00,유료,남동소래아트홀,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
마실 - Bump2Soul : AM Live,남동소래아트홀,밴드공연,2025-12-17,2025-12-17,11:00,13:00,유료,남동소래아트홀,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
인천 마을설화 그림책 출간 기념 북콘서트,남동소래아트홀,북콘서트,2025-12-06,2025-12-06,14:00,15:00,무료,한림출판사,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
2025 남동구립풍물단 창단 17주년 정기공연<금성옥진 金聲玉振>,남동소래아트홀,풍물,2025-12-04,2025-12-04,19:00,20:30,무료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
세종시티발레단 <호두까기인형>,남동소래아트홀,발레,2025-11-29,2025-11-29,14:00,15:30,유료,세종시티발레단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
마실: 브로콜리너마저,남동소래아트홀 대공연장,인디 밴드 공연,2025-11-26,2025-11-26,11:00,13:00,유료,남동소래아트홀,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
"뉴서울필하모닉의 천상의 손끝, 거장의 선율",남동소래아트홀,클래식,2025-11-20,2025-11-20,19:00,21:00,유료,남동문화재단,예술경영지원센터,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
2025 남동문화재단 상주단체 창작 공연 - 오이디푸스의 딸 <안티고네>,남동소래아트홀,기획공연,2025-11-14,2025-11-14,19:30,21:30,무료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
"2025 제21회 정기연주회 남동구립 여성합창단 <My Life, Our Song>",남동소래아트홀,합창,2025-11-01,2025-11-01,16:00,17:30,무료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
2025년 문화예술복지 사업 : 따뜻한 문화예술 공연 프로젝트(2025.11.1./구월종합사회복지관),구월종합사회복지관,기획공연,2025-11-01,2025-11-01,13:00,15:00,무료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 선수촌로 7 702동 1층,,,,2026-03-07,3530000,인천광역시 남동구
2025년 문화예술복지 사업 : 우리집 옆 예술家 프로젝트(원도심 주민 대상 공연 / 간석동),자연발도르프유치원 강당,기획공연,2025-10-31,2025-10-31,10:30,12:30,무료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 백범로297번길 26,,,,2026-03-07,3530000,인천광역시 남동구
마실: 이미배 콘서트,남동소래아트홀,콘서트,2025-10-29,2025-10-29,11:00,13:00,유료,남동소래아트홀,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
[예술지원사업] 2025남동구문화예술회 국악분과 찾아가는 정기공연,남동구 도림주공그린빌1단지,국악,2025-10-27,2025-10-27,16:00,18:00,무료,남동구문화예술회 국악분과,남동구문화예술회 국악분과,,,,,,,,,, ,인천광역시 남동구 논고개로334번길 17,,,,2026-03-07,3530000,인천광역시 남동구
